Surname,Name,Middle_name,Type,"Количество доставок"
Прохоров,Сергей,Артемьевич,АИ-102,600
Прохоров,Сергей,Артемьевич,АИ-80,637
Прохоров,Сергей,Артемьевич,АИ-92,474
Прохоров,Сергей,Артемьевич,АИ-95,734
Прохоров,Сергей,Артемьевич,АИ-98,593
Прохоров,Сергей,Артемьевич,"Биодизельное топливо",620
Прохоров,Сергей,Артемьевич,"Дизельное топливо",616
Прохоров,Сергей,Артемьевич,Керосин,615
Гурьев,Емельян,Харитонович,АИ-100,372
Гурьев,Емельян,Харитонович,АИ-101,460
Гурьев,Емельян,Харитонович,АИ-102,410
Гурьев,Емельян,Харитонович,АИ-80,366
Гурьев,Емельян,Харитонович,АИ-92,388
Гурьев,Емельян,Харитонович,АИ-95,186
Гурьев,Емельян,Харитонович,АИ-98,310
Гурьев,Емельян,Харитонович,"Биодизельное топливо",487
Гурьев,Емельян,Харитонович,"Дизельное топливо",559
Гурьев,Емельян,Харитонович,Керосин,234
Зимин,Азарий,Игнатьевич,АИ-100,570
Зимин,Азарий,Игнатьевич,АИ-101,798
Зимин,Азарий,Игнатьевич,АИ-102,452
Зимин,Азарий,Игнатьевич,АИ-80,574
Зимин,Азарий,Игнатьевич,АИ-92,512
Зимин,Азарий,Игнатьевич,АИ-95,469
Зимин,Азарий,Игнатьевич,АИ-98,469
Зимин,Азарий,Игнатьевич,"Биодизельное топливо",483
Зимин,Азарий,Игнатьевич,"Дизельное топливо",66
Зимин,Азарий,Игнатьевич,Керосин,135
Смирнов,Мартын,Архипович,АИ-100,448
Смирнов,Мартын,Архипович,АИ-101,292
Смирнов,Мартын,Архипович,АИ-102,317
Смирнов,Мартын,Архипович,АИ-80,203
Смирнов,Мартын,Архипович,АИ-92,225
Смирнов,Мартын,Архипович,АИ-95,299
Смирнов,Мартын,Архипович,АИ-98,121
Смирнов,Мартын,Архипович,"Биодизельное топливо",253
Смирнов,Мартын,Архипович,"Дизельное топливо",408
Смирнов,Мартын,Архипович,Керосин,323
Романов,Автоном,Бенедиктович,АИ-100,558
Романов,Автоном,Бенедиктович,АИ-101,788
Романов,Автоном,Бенедиктович,АИ-102,272
Романов,Автоном,Бенедиктович,АИ-80,533
Романов,Автоном,Бенедиктович,АИ-92,378
Романов,Автоном,Бенедиктович,АИ-95,342
Романов,Автоном,Бенедиктович,АИ-98,422
Романов,Автоном,Бенедиктович,"Биодизельное топливо",555
Романов,Автоном,Бенедиктович,"Дизельное топливо",588
Романов,Автоном,Бенедиктович,Керосин,582
Федосеев,Ярослав,Тарасович,АИ-100,560
Федосеев,Ярослав,Тарасович,АИ-101,537
Федосеев,Ярослав,Тарасович,АИ-102,489
Федосеев,Ярослав,Тарасович,АИ-80,820
Федосеев,Ярослав,Тарасович,АИ-92,497
Федосеев,Ярослав,Тарасович,АИ-95,884
Федосеев,Ярослав,Тарасович,АИ-98,777
Федосеев,Ярослав,Тарасович,"Биодизельное топливо",582
Федосеев,Ярослав,Тарасович,"Дизельное топливо",652
Федосеев,Ярослав,Тарасович,Керосин,539
Белоусов,Стоян,Давидович,АИ-100,250
Белоусов,Стоян,Давидович,АИ-101,349
Белоусов,Стоян,Давидович,АИ-102,537
Белоусов,Стоян,Давидович,АИ-80,255
Белоусов,Стоян,Давидович,АИ-92,133
Белоусов,Стоян,Давидович,АИ-95,221
Белоусов,Стоян,Давидович,АИ-98,486
Белоусов,Стоян,Давидович,"Биодизельное топливо",191
Белоусов,Стоян,Давидович,"Дизельное топливо",280
Белоусов,Стоян,Давидович,Керосин,182
Ширяев,Гаврила,Феликсович,АИ-100,356
Ширяев,Гаврила,Феликсович,АИ-101,240
Ширяев,Гаврила,Феликсович,АИ-102,493
Ширяев,Гаврила,Феликсович,АИ-80,330
Ширяев,Гаврила,Феликсович,АИ-92,380
Ширяев,Гаврила,Феликсович,АИ-95,396
Ширяев,Гаврила,Феликсович,АИ-98,242
Ширяев,Гаврила,Феликсович,"Биодизельное топливо",495
Ширяев,Гаврила,Феликсович,"Дизельное топливо",356
Ширяев,Гаврила,Феликсович,Керосин,344
Кондратьев,Феоктист,Валерианович,АИ-100,240
Кондратьев,Феоктист,Валерианович,АИ-101,419
Кондратьев,Феоктист,Валерианович,АИ-102,581
Кондратьев,Феоктист,Валерианович,АИ-80,615
Кондратьев,Феоктист,Валерианович,АИ-92,510
Кондратьев,Феоктист,Валерианович,АИ-95,577
Кондратьев,Феоктист,Валерианович,АИ-98,470
Кондратьев,Феоктист,Валерианович,"Биодизельное топливо",411
Кондратьев,Феоктист,Валерианович,"Дизельное топливо",478
Кондратьев,Феоктист,Валерианович,Керосин,569
Кудрявцев,Антонин,Гаврилович,АИ-100,114
Кудрявцев,Антонин,Гаврилович,АИ-101,515
Кудрявцев,Антонин,Гаврилович,АИ-102,527
Кудрявцев,Антонин,Гаврилович,АИ-80,619
Кудрявцев,Антонин,Гаврилович,АИ-92,520
Кудрявцев,Антонин,Гаврилович,АИ-95,718
Кудрявцев,Антонин,Гаврилович,АИ-98,529
Кудрявцев,Антонин,Гаврилович,"Биодизельное топливо",450
Кудрявцев,Антонин,Гаврилович,"Дизельное топливо",635
Кудрявцев,Антонин,Гаврилович,Керосин,606
Харитонов,Петр,Демидович,АИ-100,504
Харитонов,Петр,Демидович,АИ-101,442
Харитонов,Петр,Демидович,АИ-102,265
Харитонов,Петр,Демидович,АИ-80,435
Харитонов,Петр,Демидович,АИ-92,441
Харитонов,Петр,Демидович,АИ-95,492
Харитонов,Петр,Демидович,АИ-98,438
Харитонов,Петр,Демидович,"Биодизельное топливо",619
